location_key,country
6034db8f8a2d7fe69c0c00187da3a5fe,"China, United States, Canada"
173e3884e1cff8249398cd0bef2879ab,"United States, China, Colombia"
86f3b9c26dec44a544a4ca02a0fdaf39,"Czech Republic, United Kingdom, France"
e31959fe2842dacea4d16d36e9813620,Egypt
14cae4b4143ec5bfd1ed60b3e0b7ce72,"Italy, Brazil, Greece"
fa79c3005daec47ecff84a116a0927a1,Hungary
f784a9cafd12efa11b9da226e317c29a,"United Kingdom, Ukraine, United States"
c0c6a67bc54a414a07bd8bf6e3a3792d,"United States, Ghana, Burkina Faso, United Kingdom, Germany, Ethiopia"
3c44dbc45542ccb63597a8ebe2156587,"Israel, Germany, Poland, Luxembourg, Belgium, France, United States"
825e6b8593c7962278b75af0c0e37cfc,"Denmark, United Kingdom, Sweden"
28c26c3a0f66e3042eb7ac99a8a7d3d4,"United Kingdom, Germany, United States, France"
da769a8e5dd99338c098838f4e71e161,"India, Germany, Austria"
cac023c480a5fdb4f12a08fa92e599b9,"Canada, Australia"
50595fea89afd7b084f4c3833a082477,"United Kingdom, United States, France"
f02e90042a24153fb3457a39d0ea775f,"Sweden, United Kingdom, Finland"
321481f3b769f95f3386154650f8c1df,"United States, Italy"
ac54ceb16f073c8ef3894ac6bbd446ad,"United Kingdom, Canada, United States"
70ded1128832dd0680a62ba8c2a2a793,"Canada, Hungary, United States"
afab6bdd97a1fce22cde5de6732339c1,"United Kingdom, Australia, France, United States"
2b710545c54bddfe310cf5488d5dafae,"United Kingdom, Russia"
11bfb413d1f8c68537c330f485c37cfb,"Turkey, India"
8ef221f7488e54f954a90391c3cad4b7,"Argentina, Italy"
c0390f2aaea84bc788a0e7886ba521a6,"South Korea, Canada, United States, China"
bd3f0d3c11f4bb74e5bbe60911c0a02d,"Italy, France"
a2a26ed58fa8f4ffdb2eef288951f697,"Hong Kong, United States"
feec26793c671ee713053c05549e7203,"Finland, United States"
545b944d39602c3071ea6fa5bae6347c,"United States, France, United Kingdom, Japan"
0b4b93fbdec3b3adb8b3f490961dd657,"United States, Greece"
679312fb8418ec6b2961d9a65ac4ecd7,"United States, Canada, Indonesia, United Kingdom, China, Singapore"
0c3626b8b0e68b19cf1f14f6c83b753e,"United Arab Emirates, United States"
d418ec005370a3233749a2b5c49a5b1e,"United States, Australia, Mexico"
9b2df0281c09d003041fb22806d29fdd,"Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom"
4d6c90693e1a333fe636353a3c577509,"Taiwan, China"
ccbf55ce9d84d463d7f74fedd4564d18,"Taiwan, China, France, United States"
1adad45eeb433e79a961e42b3ee89937,"China, Taiwan"
f4d1ded5dc75084fe84ab3e47b0f11b7,"Italy, United Kingdom, France"
43b7bc91352b26051054645383002b04,"Norway, Sweden"
0a4fbc90b67dadb39c6830995da57bb5,"Hong Kong, Taiwan"
b65b5bc0b77d8adba45533d960aa2d4f,"France, United Kingdom"
c062fe48118488abccf04da77cf02553,"China, Spain, South Korea, United States"
54cc8d2aef0d50ab321dea5ca0368ea2,"United States, New Zealand, United Kingdom"
3964a459df9f9af3f8a8e832f22f8cce,"United States, China, Canada"
4fea404822d053846e2349bd4e8834e4,"United Kingdom, China, United States, India"
1325729cc77bd77e53661f2ca72cb97e,"United States, Canada, Germany"
a583c121c169b5fbd7e5653eed09471f,"United Kingdom, Hungary, Australia"
a7f032ce7588c4e3c75694354140f894,"France, Belgium, China, United States"
087d19c3447104b070f16e9b1c511819,"United Kingdom, France, Belgium"
f0d71d7b2d654379a369d082d88f0296,"Taiwan, Malaysia"
c2f8eca86664d8fb3563f9f65392cf5d,"Spain, Germany, Denmark, United States"
72ed672481c6324b5be2bbb36fe7e141,"Croatia, Slovenia, Serbia, Montenegro"
4b22b0fa327d3da3ebb92bd592847f60,"United States, Kazakhstan"
b287f29027430cd4463decdb57e4db93,"Germany, China, United Kingdom"
dcc6eb61b22dab9992addcde2edbc557,"United States, Czech Republic"
7faa2b851ed732147c4ad5a5c522ee99,"United States, China, Hong Kong"
d334986110b845a49bffb77e1685265a,"France, Belgium, Luxembourg, Romania, Canada, United States"
8416434de007ceec201b33d846524ea9,"United States, United Kingdom, Spain, South Korea"
73b1e72a2a199690cf7d5ea61408d7c5,"France, Canada, United States"
03278a0656dd31e0db2aa2490eb4552c,"Canada, Spain, France"
6326ebb17345cf3eff3a242020081491,"Denmark, Spain"
2eabf46fb87b85db7d133289710a56fa,"Peru, United States, United Kingdom"
53a9e7081081d3dee8841bd553ff89e0,"Philippines, Singapore"
afdaba7e156394cd3c5d46e14689b739,"South Korea, China"
f01fc92b23faa973f3492a23d5a705c5,Ukraine
c33f47ee263abeeb50e6567209873483,"Uruguay, Argentina, Germany, Spain"
2ea26f68b7ad17af93cfd71df2cfc379,"Finland, Germany"
fcb35ed230eb521d712731785a3947fc,"United Kingdom, Canada, Italy"
84f700c22766e99306fb7061e3e62fa7,"United States, Japan, Canada"
907eba32d950bfab68227fd7ea22999b,Spain
52cc0655dd7cb455578895baca7f68bf,"Spain, United Kingdom, United States"
50adb8a188f12c536c574ccb40d30b6f,"United States, France, Canada, Lebanon, Qatar"
69ae6a85eae04936d3ec3d8c21fa4080,"United Kingdom, Germany, France, United States"
2c454b50d8c07f360338757be3e05d35,"Spain, France, Italy"
03822be017d53403e03ed44b7ee6eec6,"United States, Canada, United Kingdom"
c740a146823839adf8b523e094956cd8,"France, Lebanon, United Kingdom"
53a577bb3bc587b0c28ab808390f1c9b,Japan
42537f0fb56e31e20ab9c2305752087d,Brazil
5c9ae19eeec2d649d96f7c3978030373,"United States, United Kingdom"
02c7732b0cdfde0844344d933f7ae165,"United States, China"
aeec96bccc22b1c04bf4092e2c0f8084,"United States, United Arab Emirates"
bb650d6529f5461ba621b824b2fe9296,"United States, India, United Arab Emirates"
6d8e1a774c632f015d13b611cf58c7d8,"Germany, France, United States, Canada, United Kingdom"
8ae5b4c14caf39e40cd514652ec1cec3,"United States, Cambodia, Romania"
037ce49fb53962241582f6215063cadf,"United States, Canada, France"
b45ff92cc522bb89bfc3b8ef3fc21b7d,Lebanon
a703ea7d7d952bb7e50192c1d44d443f,"Kenya, United States"
49f549e13f71f109c6b237ee6687650e,"China, Germany, India, United States"
f87d107b9dbb75d7d9bd413462130b17,"United Kingdom, Canada, Japan"
5a548c2f5875f10bf5614b7c258876cf,Israel
b873e7173120039ab2b1ec86796d4be7,"United States, Brazil, India, Uganda, China"
8b26de7cc2aa2ad8b9852971a4887d12,"Uruguay, Germany"
f2777fb606cd6710b6fa5bb5afbf3922,"Spain, Belgium, United States"
6ae1c11ed5880f8f7d39d836af36eb49,"United States, Colombia"
5beb556f151b2d788e1b0f97f0cf58e8,"Austria, Germany"
a4f7fc5b401405c6ec0553a555cdb76d,"Argentina, United States"
beab31c7320a0c4b638da3e441f6f8fa,"Spain, Germany"
77ff80d782411430e79b6546a8b20c49,"Russia, Spain"
17addbf0e8cef1d15ecbac59fd872411,"Germany, Australia, France, China"
bf5efbaa83557ca3df7520fb0b61bb52,"United Kingdom, Germany"
65c738654c00ee7b72ded0412ab7d507,"United Kingdom, Germany, United States"
d259bc65ac2f6b9c5caec33f17d70831,"Israel, United States"
ab8b7a8986e2a5147dde48c61577c7b4,"South Africa, China, United States"
3459580d1a352d0e055363141a6ac80d,"United States, Spain, Germany"
06e415f918c577f07328a52e24f75d43,Ireland
6bb8b99cb134626f7e7667fe64624322,"United States, Israel, United Kingdom, Canada"
07f3d5cffa964fbf718faea6f40547d4,"United Kingdom, South Africa"
5e71fb664d0f98e3510f2439b2bc7ed4,"United States, Australia, Samoa, United Kingdom"
07af89f6777a1a726c7cdf88fba6f642,"United Kingdom, Spain"
b78edab0f52e0d6c195fd0d8c5709d26,Iceland
ed0cc3e9b470413547d5c51336000937,"Chile, United States, France"
86c8b298a1610d8bfa032bd4bc0b6788,"Denmark, Germany, Belgium, United Kingdom, France, Sweden"
340b605aa770df39109faad437346633,"Mexico, France"
e7e814bdee1772bcb9eedb2a6c66b639,"France, Israel, Germany, United States, United Kingdom"
210528ef4f6abe748c413c8f12da5083,"India, Nepal"
b3db9cb787f8ef1f38f2a5a6089401b5,"United States, Australia, South Africa, United Kingdom"
615e363234cb82b36a3a8034cc46e97a,"India, Mexico"
f253efe302d32ab264a76e0ce65be769,United States
b1f5c0339f84df59f381d4be07245b69,"Canada, United Kingdom, Netherlands"
0eb10ad05114cbb145117af35c0fa265,"Germany, United Kingdom"
4a8f5adba875dbab0c80e570d4392c66,"United States, India"
ebf0fd9c78ddf17be6040dfe69d5b275,"Switzerland, United States"
89011424adaf3005889b8ec3f5b67089,"United Kingdom, Ireland"
16849a044d6311e65a35df180cec408e,"South Korea, Czech Republic"
c89bc418c38da77213c6c6e03cac2510,South Africa
37b2ce12ee80c60976909a26a575a5a2,"United Kingdom, France, United States, Belgium"
9e1756fc6832956a80f303b819ab2b2b,"United Kingdom,"
85fb13a8154a338d042c1cb61de22396,"United States, Nigeria"
092c3c394f8cf16b777e12da750d9523,"France, Brazil, Spain, Belgium"
c65b627f2f968f44df6abf81419f539a,"Brazil, United Kingdom"
a1d5f4922b8a34592986f9df5157fd35,"Ireland, Canada, United States, United Kingdom"
d85a3a38d57fe0f235aacfcf18a070bc,"United Kingdom, Malawi"
42eae9dd6f4421d822eeaf9d5804cade,"Italy, United States, Argentina"
c546cc00e6ee7a1816f324f4915473fa,"Germany, France, Russia"
07f3ca235faaa1c9ad16facef5526d8b,Mauritius
e557fb6916d90f36d97c7630baf6376f,"United States, France, Mexico"
8af558632842ff50fcc08daca8c364a2,"South Africa, United States, Japan"
4647d00cf81f8fb0ab80f753320d0fc9,Indonesia
b1042d4a6315d97565c954d694c6b725,"Denmark, United States"
52e3f538e8b886ddc7211302513fb889,"Uruguay, Spain, Mexico"
f016c6182ce44cda6bc5e12a4b1c4510,"France, Netherlands, Singapore"
7f2ca848cff91ddc7a4ec983d01f9987,"Canada, Nigeria"
756743eefbd830caef867b3f881b4012,"United States, South Korea, Japan"
6542f875eaa09a5c550e5f3986400ad9,Belarus
39200cf88fd9b016742af69b06eb5e31,"Germany, United States, Italy"
1eb033ce026513b2fe43d0e7185d55e0,"Canada, Luxembourg"
4b70c15d702abf7d368ca4e2896db9c0,"Mexico, Spain"
458e4cbc78201c1aec5fc53a31c59378,Singapore
8e9d11905804c98462641b4511e8dc24,"United Kingdom, France, Belgium, United States"
c71df74c93041afb235d729798ab64e2,"Soviet Union, India"
e949102a27f0a51d06a998e5598c61e1,"Netherlands, Germany, Denmark, United Kingdom"
8490a6e1029d9d46f73c4b6a256a7976,"South Korea, China, United States"
7351c55a8bec11d430f05cea65e15d5e,"Italy, Belgium"
713d8b4591b79cc69b26cb41c8819580,"Spain, Mexico, France"
ecf43bb4a500252f97773f07c7f692c0,"Indonesia, Netherlands"
deef12f3796891e3bf172b8e0f119432,"United States, Brazil, South Korea, Mexico, Japan, Germany"
e960718a2b0786568818a1c741a66438,"Belgium, United Kingdom"
c703b3b3fe1bca95106a05b52880a0e5,"United Kingdom, France, United States"
f2dfbb7bca6660f9208dff5fcfa7feaf,"United Kingdom, Brazil, Germany"
9487262359592d0027a3cf8c4b500f1a,"Colombia, Mexico"
b6b5beb1fb894e314050540e780a5f2e,"Pakistan, Norway, United States"
e7400496f1ce70cb62c2c44ca2ddc469,Ghana
358fca21cf8764c04d8ce84d2f961f24,"Argentina, Brazil, France, Poland, Germany, Denmark"
e60a718ff2ef9054d64717ee8f5af842,"Colombia, United States"
b7339c463d6ea96ed3b69c1f7cfd5a84,"Spain, France, Uruguay"
b01fe9408cef4d379acb2a66cbf826f2,"United States, Mexico, Spain, Malta"
b49c22c657e1f5888370371d79254df7,"Greece, United States"
d1c1eb05383e764639fb4d6dae29bb52,"Indonesia, United Kingdom"
cb2ed0123f698d2344e624091d87765b,"Mexico, Finland"
5abcf4f24108146efe76e20050047710,"Malaysia, Singapore, Hong Kong"
215458c4bad94d2a1ad6b592135bbe44,"China, India, Nepal"
f3d255b12782738571e8a183fa912fff,"United States, India, South Korea, China"
6f781c6559a0c605da918096bdb69edf,Finland
4f497d1e3dd0495d07e8b09ef644070a,"United States, Germany"
3695a66fa92fe7a500f4bc48f7c3c3bd,"France, United States"
ee37a1155b0875c40aacdfd2e739e00a,"Thailand, Canada, United States"
7087356137dae11f69ddad180a9c09e3,"Australia, United Kingdom, Canada"
2d6b168a725039c8731c1e9da9a61dc6,"New Zealand, Australia, France, United States"
1fde6ee193065d06b86699586735ea15,"Slovenia, Croatia, Germany, Czech Republic, Qatar"
c71e45784c6fa1b4651e27dd20ffb435,"United States, United Kingdom, Morocco"
cdb665fdafd11a8ae058ed73eaab6140,"Ireland, France, Iceland, United States, Mexico, Belgium, United Kingdom, Hong Kong"
74a0b193610a7a0eac073667cc30de49,"Romania, United States"
c8f4261f9f46e6465709e17ebea7a92b,Sweden
98a11f9f3ce4af339fb740f0718e6ab5,"Argentina, Chile, Peru"
0de3bb91d906688a4f8845c841eb1e3f,"Ireland, United States, United Kingdom"
1eacd588535c7f4e9c65860ce41ca514,"Canada, Japan, United States"
3b8419431001799897403b518d41491e,"China, South Korea, United States"
cb3a0059b0f89b34cf2ccd9729ed8882,"France, China, Japan, United States"
5d7e3e44243cf4be9eb8b3126112cf59,"United States, Mexico"
a5a4c61070ccc368eac129a50e0608f5,"Hong Kong, China"
ebbd90e4722f8f2c42f2188b74b0d322,"United States, Germany, United Kingdom, Italy"
2f163c6d6384db883c7c551ad3e0ee13,"United States, United Kingdom, Italy"
bcf0fba3343ad1a0bb9264077b7bcfb8,"Switzerland, United Kingdom, Australia"
05387f3ca38d7bd84ae35f31f2899ecf,Kuwait
b7162a1c8bd549a73a029c3c8c73df57,"Canada, Germany, South Africa"
49373f6cdc89190102b22976b8321811,"India, Soviet Union"
424214945ba5615eca039bfe5d731c09,Denmark
d2f17874e1c01a4bcababf1f4d0e5d01,"Spain, Argentina"
f373a55b2e2e055690535355f5b4ccab,"United Arab Emirates, Romania"
17df9e87b5eb0a1b3b8a126c1d42f658,"Australia, New Zealand"
eaa6c336a64607c7a2879ebecd6b63eb,"Canada, United States, France"
9d02abcd121b08e36930848a6737a896,"China, United Kingdom"
9ae2f12797ebe1beafdbca232595485e,"Canada, United States, Ireland"
e026f42f1c813b3c7919398b50dee98c,"France, Luxembourg, Canada"
d363ac2b1ccfd13c30ac3a4c7a42745a,"Hong Kong, Canada, United States"
5e81fa69a2664155257d854fe5279613,"France, Canada, China, Cambodia"
41d594863c95ba71ad8aaf9138b68710,"Czech Republic, United Kingdom, United States"
919fb66f29bc1ebb39301557904f78c1,"Canada, Mexico, Germany, South Africa"
13f2a3e271dea68b5bae8dbf6c439a23,"France, United States, United Kingdom, Canada"
1198a5aa432f64db3362ba87507a4541,"Germany, Jordan, Netherlands"
6b250d048ee36479db8427be3d81b702,"France, Senegal, Belgium"
4bf56dc7c19fd8655d896eaa1a5afd79,"Spain, Colombia"
704c377cc7b56e8d4d113337d9e1c742,"China, Morocco, Hong Kong"
e8c8a703404c1ceeea75bc8a694253ce,"United States, Denmark"
a080e9367cc9654e94d04725a8ed2cf8,"Czech Republic, France"
867c1fd9b141eccc166fec40217f8df6,"Portugal, France, Poland, United States"
bb560c515372c2cc8344cc520107e002,"Sweden, Czech Republic, United Kingdom, Denmark, Netherlands"
dccf1b5bfae8848f326b14fca7affc17,"Jamaica, United States"
985a468378c4b72e9b52dcaeb88e103d,"United States, Brazil, Japan, Spain, India"
ae5635eae7f19991d2d328198e3ef318,"Canada, Brazil"
66d7318c2b93609b3bf4f92c627832e3,"United Kingdom, India, United States"
2eba818c80c9d3fd258198595f29fcd5,"United States, Greece, Brazil"
c9f74e40021cfa9b583b561c4ba87db0,"United States, South Africa"
af95863790593d29574797940a34ea86,"United Kingdom, Norway, Denmark, Germany, Sweden"
b460f5093d8ce8a7817663e52133b195,"Ireland, United States"
1c8167502e9c3112e56303619be53856,"Hong Kong, China, Singapore"
82ae5a6d0cf772598624b61243fcd224,"Ireland, United Kingdom, Greece, France, Netherlands"
078865143308f0d77115f4433c50c016,"United States, United Kingdom, France, Germany, Japan"
5e5db71610cfdd29589f879ae550b21b,"France, Belgium, Luxembourg, Cambodia,"
41380fa15062c50d67e4d6344c1801ec,"Italy, Germany"
faca1ad0996479c5cbdb899ceff620f3,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay"
c9393b901d804d7384d780747bc6e000,"Syria, France, Lebanon, Qatar"
f01ec0b0e37cd86c535032b8f8723820,"France, Qatar"
19fbd74a412af9212f1553164eb73752,"Lebanon, Syria"
3dc47b6b67a82bf05a6b9de6a1584c2f,"United Kingdom, United States, Ireland"
4442e4af0916f53a07fb8ca9a49b98ed,Australia
ff14a99961c273876809512ee4b5b921,"United States, East Germany, West Germany"
2f505327539acbc0ab0ac2f263e88d15,"China, Canada, United States"
7080a0020df610b2929cd4797f816a03,"United States, France, Italy, United Kingdom"
26ac20ba85c85e9c9e686fa0c8e8b445,"Russia, Poland, Serbia"
4b9ef50fe0d70b1d9058a28a820e5d74,"United States, Malta, France, United Kingdom"
7612ca6333510e49de98178a6b53e761,"United Kingdom, France, Spain, United States"
6457ab81bd8018a7df2ad7349fcf8b10,"South Africa, United States, Germany"
edada23423e3db757f8605048f629399,"Netherlands, United States"
0eae0359dd60d8f14e1f6301b95ca88c,"Iceland, Sweden, Belgium"
6f66cfb6608045d27b75d04b9914218b,"Denmark, France, Poland"
9a198612e74b038d407a6e5b514a99e1,"United Arab Emirates, United Kingdom, India"
b69ec7677440e8d5455921c96228ecfe,"Turkey, South Korea"
522281394d10792a213cf7e6cb4e423f,"Spain, Italy"
